"Metabolite"	"Number_of_IVs"	"Number_of_Proxies"	"Simple_Median_Estimate"	"Simple_Median_SE"	"Simple_Median_Pval"	"Weighted_Median_Estimate"	"Weighted_Median_SE"	"Weighted_Median_Pval"	"Random_IVW_Estimate"	"Random_IVW_SE"	"Random_IVW_Pval"	"Random_IVW_RSE"	"Random_IVW_HetStat"	"Random_IVW_FStat"	"Fixed_IVW_Estimate"	"Fixed_IVW_SE"	"Fixed_IVW_Pval"	"Fixed_IVW_RSE"	"Fixed_IVW_HetStat"	"Fixed_IVW_FStat"	"Egger_Estimate"	"Egger_SE"	"Egger_Pval"	"Egger_Intercept"	"Egger_Intercept_SE"	"Egger_Intercept_Pval"	"Egger_RSE"	"Egger_HetStat"	"Egger_Isq"
"1-(1-enyl-palmitoyl)-2-palmitoleoyl-GPC (P-16_0_16_1)*"	5	0	-0.0434718792664191	0.0151729102584212	0.00416879821500492	-0.043475864364289	0.0123218136227744	0.000418134084096967	-0.026168110515748	0.0179197748065731	0.144209736698268	1.86023507641803	13.841898158144	62.7954670423818	-0.026168110515748	0.00963307005320984	0.00659787666968647	1.86023507641803	13.841898158144	62.7954670423818	-0.00200982027978414	0.0781407899449882	0.979480271690513	-0.00239735625166246	0.00748682848737986	0.748809254278714	2.11222182386856	13.3844430996799	0.8863818698767
"1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16_0_16_0)*"	4	0	-0.0175685920110483	0.00847091972880612	0.0380803579736123	0.00367382700429564	0.00547609964299305	0.502294502984641	0.0119457074566717	0.024865983058996	0.630940444197815	5.32266621551222	84.9923269252657	364.570196963511	0.0119457074566717	0.0046717156500491	0.0105570736907787	5.32266621551222	84.9923269252657	364.570196963511	0.0109692727973563	0.0595535979171062	0.853863144872798	0.000218380832385085	0.0114463218069854	0.984778330765943	6.51831501570632	84.9768612879649	0.990895152875058
"1-(1-enyl-palmitoyl)-GPC (P-16_0)*"	2	0	NA	NA	NA	NA	NA	NA	-0.0516668507866084	0.0554944652152595	0.351839548201569	2.81338615478996	7.91514165596384	37.9039995391065	-0.0516668507866084	0.0197251504635355	0.00881004153488584	2.81338615478996	7.91514165596384	37.9039995391065	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-palmitoyl)-GPE (P-16_0)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.017145993851144	0.0252146968399177	0.496504460907141	NA	NA	56.9481416168407	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-stearoyl)-2-arachidonoyl-GPC (P-18_0_20_4)"	2	0	NA	NA	NA	NA	NA	NA	-0.051739615128839	0.0398317555773312	0.193959742813892	1.92448659570763	3.70364865705835	38.7875272357484	-0.051739615128839	0.0206973411330439	0.0124256629031696	1.92448659570763	3.70364865705835	38.7875272357484	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-stearoyl)-2-arachidonoyl-GPE (P-18_0_20_4)*"	2	0	NA	NA	NA	NA	NA	NA	0.0561891653982523	0.0154701122300108	0.000281112105228573	2.57902467390021	6.65136826858611	370.409090727489	0.0561891653982523	0.00599843513967458	7.44088352819827e-21	2.57902467390021	6.65136826858611	370.409090727489	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPC (P-18_0_22_6)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0704619595334107	0.024508507663795	0.004040274979892	NA	NA	64.3815612576735	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-stearoyl)-2-docosahexaenoyl-GPE (P-18_0_22_6)*"	4	0	0.0384586848979525	0.0167404941995165	0.0215991162065031	0.0366499276283909	0.0167702673520371	0.0288587211933299	0.0528425961406112	0.0363530704814975	0.146058970003483	2.93872404180033	25.9082969815658	54.1925133055138	0.0528425961406112	0.0123703586877885	1.93978945024635e-05	2.93872404180033	25.9082969815658	54.1925133055138	-0.0177902205813141	0.16761947223557	0.915475583277225	0.00619915087927561	0.0142293856109442	0.663084617354107	3.4396748023738	23.6627254921704	0
"1-(1-enyl-stearoyl)-2-linoleoyl-GPC (P-18_0_18_2)*"	2	0	NA	NA	NA	NA	NA	NA	-0.0776187433404088	0.0177086130060907	1.1699868155594e-05	1.08322967260836	1.17338652361921	47.3490425081724	-0.0776187433404088	0.0163479762915369	2.05528007733191e-06	1.08322967260836	1.17338652361921	47.3490425081724	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-(1-enyl-stearoyl)-2-linoleoyl-GPE (P-18_0_18_2)*"	4	0	-0.0645153561706041	0.0153456117153095	2.62057357779669e-05	-0.0849715704799883	0.0121800094987926	3.03025114418944e-12	-0.069305683700707	0.0162742234721579	2.05695609465726e-05	1.79522320790291	9.66847909857963	76.1147055942237	-0.069305683700707	0.00906529249427912	2.08672766271241e-14	1.79522320790291	9.66847909857963	76.1147055942237	-0.115761665707169	0.0253651514044296	5.0234166451002e-06	0.00584579982020338	0.00285575786993761	0.0406559027194995	1.24975025432057	3.12375139634865	0.937664053404673
"1-(1-enyl-stearoyl)-2-oleoyl-GPC (P-18_0_18_1)"	3	0	-0.0525614238548073	0.0153367887397165	0.000609959606584528	-0.0534146342851492	0.0145740874814154	0.000247298556109293	-0.0532651500767885	0.0123839484259623	1.69918303975133e-05	0.175422317826029	0.0615459791829127	64.975198594421	-0.0532651500767885	0.0123839484259623	1.69918303975133e-05	0.175422317826029	0.0615459791829127	64.975198594421	-0.0835977858155752	0.162232355665061	0.606345754966668	0.00263778487136715	0.0140668768302943	0.851254943301455	0.162429015768229	0.0263831851634356	0.399751344277453
"1-adrenoyl-GPC (22_4)*"	2	0	NA	NA	NA	NA	NA	NA	-0.255080824167037	0.13692168327318	0.0624666557844058	6.9325247550404	48.0598994792479	50.484470223905	-0.255080824167037	0.0197506230574407	3.70072068447286e-38	6.9325247550404	48.0598994792479	50.484470223905	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-arachidonoyl-GPA (20_4)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.054971652731627	0.00559591674513568	8.91658849460293e-23	NA	NA	808.455676050236	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-arachidonoyl-GPC (20_4n6)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00605204910505551	0.0317732578015414	0.848935998880548	NA	NA	37.0854168953363	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-arachidonoyl-GPE (20_4n6)*"	3	0	0.0053226182640536	0.0128134313344097	0.677853739980583	-0.0021163362399801	0.0101935024096164	0.835528653827813	-0.00497978320664314	0.00993189176476506	0.616094409478054	1.15115835705355	2.65033112602846	133.027611324003	-0.00497978320664314	0.00862773718655551	0.563815841857551	1.15115835705355	2.65033112602846	133.027611324003	0.0151473927119253	0.0467327944616052	0.745841364076533	-0.00277937607881608	0.00620583687135324	0.654250751584423	1.48577823000678	2.20753694876209	0.918079033814894
"1-arachidonoyl-GPI (20_4)*"	2	0	NA	NA	NA	NA	NA	NA	0.051261789961806	0.0448628588728972	0.253190933985783	6.44101056134845	41.4866170514022	311.495523576119	0.051261789961806	0.00696518945988268	1.84307133263232e-13	6.44101056134845	41.4866170514022	311.495523576119	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-arachidoyl-GPC (20_0)"	2	0	NA	NA	NA	NA	NA	NA	-0.0155168857949884	0.018544564293646	0.402741547350729	0.209091421339504	0.0437192224777741	46.7489989108224	-0.0155168857949884	0.018544564293646	0.402741547350729	0.209091421339504	0.0437192224777741	46.7489989108224	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-dihomo-linolenoyl-GPC (20_3n3 or 6)*"	4	0	-0.0325647222237678	0.0102967504084211	0.00156355578605974	-0.0252571995498318	0.00921971557555308	0.00615370043696305	-0.0236321267626255	0.0125224830120024	0.0591366855458482	1.71407310966523	8.81413987583232	156.03228212136	-0.0236321267626255	0.00730568780374142	0.00121746181286572	1.71407310966523	8.81413987583232	156.03228212136	-0.0650100774911984	0.0650322556764171	0.317475576306677	0.00748940329100105	0.0114976145771989	0.514796328484274	1.9067610468931	7.27147537989774	0.969971094687017
"1-dihomo-linolenoyl-GPE (20_3n3 or 6)*"	4	0	-0.0125376430790794	0.0120409495768358	0.297759368681892	-0.0477769017223796	0.00796943153321044	2.03460354698868e-09	-0.0389070603685893	0.0179124409802149	0.0298504478579151	2.8925859101762	25.1011597432496	169.418370516234	-0.0389070603685893	0.00619253551543565	3.32322094428157e-10	2.8925859101762	25.1011597432496	169.418370516234	-0.0997268746580993	0.0303885263118273	0.00103173112359323	0.0103936700691917	0.00477467053440612	0.0294928784753052	1.93001955282257	7.44995094855489	0.976129762396526
"1-dihomo-linoleoyl-GPC (20_2)*"	3	0	-0.0513025931995074	0.0161958042962092	0.0015367791958222	-0.0494562104951668	0.0149513878757884	0.000940317198202022	-0.0481603258735178	0.0128408866839271	0.000176450495181962	0.2921095096028	0.170655931200777	57.8974386754299	-0.0481603258735178	0.0128408866839271	0.000176450495181962	0.2921095096028	0.170655931200777	57.8974386754299	-0.0307448502370115	0.0595850609492405	0.605866613926372	-0.00180005792280438	0.00601398000010294	0.764701803883958	0.284724611627024	0.0810681044661599	0.298057379358349
"1-docosahexaenoyl-GPC (22_6)*"	2	0	NA	NA	NA	NA	NA	NA	0.00866106283992855	0.0561928292036096	0.877506363330581	3.68167416870067	13.5547246844778	68.535155331378	0.00866106283992855	0.0152628469084327	0.570401351304319	3.68167416870067	13.5547246844778	68.535155331378	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-docosahexaenoyl-GPE (22_6)*"	2	0	NA	NA	NA	NA	NA	NA	0.0399956989026938	0.0308575127963702	0.194926784464793	1.85115268727683	3.42676627161221	60.7622379917909	0.0399956989026938	0.0166693504044573	0.0164239571590129	1.85115268727683	3.42676627161221	60.7622379917909	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-docosapentaenoyl-GPC (22_5n3)*"	4	0	-0.0258695851465343	0.0153046710971139	0.0909693308287222	0.046448345905716	0.00803418030625803	7.41069594554177e-09	0.0472241361370862	0.0255233054894215	0.0642795566105508	3.9426417460137	46.6332718122299	177.645974175415	0.0472241361370862	0.00647365577032897	2.99064612375661e-13	3.9426417460137	46.6332718122299	177.645974175415	0.165174827547764	0.0441772775562135	0.000184820494537163	-0.0214387747189182	0.00761397994763954	0.00486692740408978	2.16726461079316	9.39407178639284	0.985462913522981
"1-docosapentaenoyl-GPC (22_5n6)*"	2	0	NA	NA	NA	NA	NA	NA	0.0326640129337867	0.0386497923307424	0.398039503099016	2.46007748799471	6.05198124693837	69.7223908226415	0.0326640129337867	0.0157108028179417	0.0376100155121164	2.46007748799471	6.05198124693837	69.7223908226415	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-eicosapentaenoyl-GPC (20_5)*"	2	0	NA	NA	NA	NA	NA	NA	0.0535551195013774	0.0252866317807009	0.0341816548279568	4.14892811104238	17.2136044705977	354.207224889323	0.0535551195013774	0.00609473847314937	1.53460513012422e-18	4.14892811104238	17.2136044705977	354.207224889323	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-eicosapentaenoyl-GPE (20_5)*"	3	0	0.00820541030292652	0.0177852994835506	0.644540968315533	0.00836573616444397	0.0161848888070745	0.605236011663557	0.00316128015238519	0.0143033889440782	0.825079847362022	0.594696730544011	0.707328402639472	49.9357069920058	0.00316128015238519	0.0143033889440782	0.825079847362022	0.594696730544011	0.707328402639472	49.9357069920058	0.0295674908104828	0.050130941794952	0.555321247260797	-0.00234040280048858	0.00425845202750515	0.5826005949625	0.636615422090337	0.405279195643258	0.651452341917646
"1-eicosenoyl-GPC (20_1)*"	3	0	-0.0224815592035133	0.0223271585738685	0.313975443755748	-0.0232159890481292	0.0220795827649978	0.293043401261345	-0.0303355792279693	0.017497876645128	0.0829762929773192	0.755284473160431	1.14090927079446	39.0525227721308	-0.0303355792279693	0.017497876645128	0.0829762929773192	0.755284473160431	1.14090927079446	39.0525227721308	-0.112607451646006	0.164622286303172	0.493952888354701	0.00555563221405432	0.0110535934622647	0.615239413010547	0.942493378159453	0.888293767874418	0
"1-linolenoyl-GPC (18_3)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0419911921859344	0.05239926546279	0.422917556659654	NA	NA	39.3894551349285	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-linoleoyl-2-arachidonoyl-GPC (18_2_20_4n6)*"	2	0	NA	NA	NA	NA	NA	NA	0.0669766932899239	0.0197693582644082	0.000704288409329842	2.76588924011945	7.65014328860855	243.789341163331	0.0669766932899239	0.00714755962663005	7.21432546314383e-21	2.76588924011945	7.65014328860855	243.789341163331	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-linoleoyl-GPC (18_2)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0625466558961325	0.0268057096697711	0.0196306572572907	NA	NA	40.4737709039529	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-linoleoyl-GPE (18_2)*"	2	0	NA	NA	NA	NA	NA	NA	-0.0808570901864935	0.0082411431200907	1.00570959744008e-22	0.642121666847525	0.412320235035044	194.145605542259	-0.0808570901864935	0.0082411431200907	1.00570959744008e-22	0.642121666847525	0.412320235035044	194.145605542259	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-linoleoyl-GPI (18_2)*"	2	0	NA	NA	NA	NA	NA	NA	-0.122622246833175	0.0113824957236033	4.62315414439845e-27	0.218288392767451	0.0476498224169968	103.345026647139	-0.122622246833175	0.0113824957236033	4.62315414439845e-27	0.218288392767451	0.0476498224169968	103.345026647139	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-margaroyl-2-oleoyl-GPC (17_0_18_1)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0309409600979918	0.0182005647635246	0.0891309255170861	NA	NA	78.4170686740203	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-margaroyl-GPC (17_0)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0288325213864651	0.0288325213864651	0.317310507862914	NA	NA	42.7199104323286	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-methylimidazoleacetate"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00289365240017905	0.00549793956034019	0.598668814257765	NA	NA	1060.006888581	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-methylnicotinamide"	2	0	NA	NA	NA	NA	NA	NA	-0.00197603612746685	0.019292643338743	0.918419870226557	0.565809889108991	0.320140830613528	54.0224937805158	-0.00197603612746685	0.019292643338743	0.918419870226557	0.565809889108991	0.320140830613528	54.0224937805158	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-methylurate"	2	0	NA	NA	NA	NA	NA	NA	-0.0126635833885349	0.00539565310171157	0.0189253907273163	0.543989791151639	0.295924892877204	439.359341919426	-0.0126635833885349	0.00539565310171157	0.0189253907273163	0.543989791151639	0.295924892877204	439.359341919426	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-methylxanthine"	2	0	NA	NA	NA	NA	NA	NA	-0.0100840315586202	0.00418531850384323	0.0159795573987528	0.28186040266283	0.0794452865892526	776.355623263741	-0.0100840315586202	0.00418531850384323	0.0159795573987528	0.28186040266283	0.0794452865892526	776.355623263741	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-myristoyl-2-linoleoyl-GPC (14_0_18_2)*"	3	0	-0.0644124565961562	0.0227531064869435	0.00464128465553922	-0.0645795488317295	0.0220487752763058	0.00340119623908915	-0.029386412436491	0.0403692641561209	0.466650159904643	2.59712246860258	13.4900902338407	41.3638978854497	-0.029386412436491	0.0155438430971806	0.0586844412284302	2.59712246860258	13.4900902338407	41.3638978854497	-0.176565618067455	0.249227678596069	0.478665181297878	0.0118619576550497	0.0196960574350011	0.547007499038536	3.14634559449839	9.89949060001942	0
"1-myristoyl-2-palmitoyl-GPC (14_0_16_0)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0411056499862712	0.039148238082163	0.293718112751792	NA	NA	31.8781418963768	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-myristoyl-GPC (14_0)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0671113310689534	0.0327372346677821	0.0403644308114088	NA	NA	34.8993429679929	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-nonadecanoyl-GPC (19_0)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0617269889651565	0.0270996536920199	0.0227398209763687	NA	NA	37.6349676865014	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-oleoyl-2-docosahexaenoyl-GPC (18_1_22_6)*"	3	0	-0.0370418619221782	0.0292958864700786	0.206084740929624	-0.0400659786669241	0.0240288592757233	0.0954327544428084	-0.00780644424637424	0.042087947893981	0.852853093669781	2.91555863046011	17.0009642553008	57.359470879642	-0.00780644424637424	0.0144356376353643	0.588662088844515	2.91555863046011	17.0009642553008	57.359470879642	0.0421231597708614	0.252201118946621	0.86735266219077	-0.0050321797939548	0.0247291300987074	0.838750508953531	4.04041631654419	16.3249640109965	0.774841521542177
"1-oleoyl-2-linoleoyl-glycerol (18_1_18_2)"	3	0	0.0499011407366749	0.0164437058891369	0.00240802898583272	0.0536262953375842	0.013458166323504	6.7575156333948e-05	0.0309404783061525	0.0346192335299474	0.371462803335515	3.23963555563087	20.9904770666155	76.8123473313765	0.0309404783061525	0.0106861506288184	0.00378698492542572	3.23963555563087	20.9904770666155	76.8123473313765	0.0539818988701162	0.355605056459149	0.879342350316036	-0.00246908373798864	0.0377447702243692	0.94784337901811	4.57176533454786	20.9010382741735	0.75095573805159
"1-oleoyl-3-linoleoyl-glycerol (18_1_18_2)"	4	0	0.0160799146327212	0.0128798760750628	0.211865360532334	0.0395816714221406	0.0141130641483092	0.00503771558600368	-0.00789703686521723	0.0551461206851282	0.886130620387944	5.80179748890381	100.982562306752	74.655251830564	-0.00789703686521723	0.00950500612794528	0.406070110924006	5.80179748890381	100.982562306752	74.655251830564	0.51187134691093	0.334119703861843	0.12552246385886	-0.0496719440500569	0.0316367742879787	0.116398872283998	4.75561474328331	45.2317431730672	0.430431560681683
"1-oleoyl-GPE (18_1)"	3	0	-0.00992492456230255	0.0187478214050738	0.596534364467809	-0.0154051790607171	0.0145676252167604	0.290286103833409	-0.0145795104622528	0.0125896763584472	0.246842473701837	1.00120692047061	2.00483059519649	65.6293462559706	-0.0145795104622528	0.0125744999370655	0.24627259514159	1.00120692047061	2.00483059519649	65.6293462559706	-0.0415745872490937	0.0614806229164331	0.498899319866189	0.00260382679047462	0.00572045501047629	0.64898099537237	1.28869908481652	1.66074533120693	0.795412510527895
"1-oleoyl-GPI (18_1)*"	3	0	-0.00357606511013267	0.0190622161166253	0.851190499051679	0.00157047412627534	0.0156274947833512	0.919951909026895	-0.0467596974753034	0.0714432981020413	0.512789196462863	5.64916649187101	63.8261641057565	67.0091101260765	-0.0467596974753034	0.0126466972083131	0.00021783259921889	5.64916649187101	63.8261641057565	67.0091101260765	0.388956760011865	0.223126722746885	0.081296919254358	-0.0384901748867703	0.0193002166016403	0.0461206774879048	3.5810273364842	12.8237567846471	0.5971611735585
"1-oleoylglycerol (18_1)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0199417650605818	0.0348980888560182	0.567709166197353	NA	NA	54.541473228053	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-palmitoleoyl-GPC (16_1)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0613076159936165	0.026723832612602	0.0217837419717069	NA	NA	41.1585307221398	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-palmitoleoylglycerol (16_1)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0160157483549912	0.0334241704799815	0.631820065704664	NA	NA	40.739438649735	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-palmitoyl-2-arachidonoyl-GPC (16_0_20_4)"	2	0	NA	NA	NA	NA	NA	NA	0.00626270189430299	0.067935939415279	0.926550736065117	3.63701325470639	13.22786541491	43.6049440026972	0.00626270189430299	0.0186790464201273	0.737414234112265	3.63701325470639	13.22786541491	43.6049440026972	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-palmitoyl-2-arachidonoyl-GPE (16_0_20_4)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.109166251914593	0.0667746854776852	0.102081572153157	NA	NA	46.8305982674629	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-palmitoyl-2-arachidonoyl-GPI (16_0_20_4)*"	4	0	0.0403739577774547	0.0162698891373565	0.0130825568706243	0.0695456400089255	0.010113364213902	6.12945237417059e-12	0.0658037611525428	0.0168800492809684	9.68640806756688e-05	2.16442938499983	14.0542636879522	120.305550805033	0.0658037611525428	0.00779884499718603	3.23839466243232e-17	2.16442938499983	14.0542636879522	120.305550805033	0.0992703770794433	0.0408226793126628	0.0150262508054209	-0.0050173302389266	0.00553594264418714	0.364767009026588	2.2318788891117	9.9625667513249	0.967225706720041
"1-palmitoyl-2-docosahexaenoyl-GPC (16_0_22_6)"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0577467760351549	0.0200858351426626	0.004040274979892	NA	NA	96.1226414398217	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-palmitoyl-2-docosahexaenoyl-GPE (16_0_22_6)*"	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0800491977204726	0.0309867862143765	0.00978507320446996	NA	NA	31.2651532158019	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1-palmitoyl-2-linoleoyl-glycerol (16_0_18_2)*"	3	0	0.0543872063161675	0.0191466468799902	0.00450343483785263	0.0574763326364103	0.018040872535175	0.00144306766300874	0.0434961320159441	0.0303510341155517	0.151828649279135	2.37186598306511	11.2514964832428	55.3064272340155	0.0434961320159441	0.0127962685633401	0.000676015105199579	2.37186598306511	11.2514964832428	55.3064272340155	0.541686277098829	0.545769826941388	0.320944992590049	-0.0412386845857932	0.0451010278314596	0.360526445850271	2.47549397089441	6.12807039993462	0
